transaction_id,transaction_date,transaction_amount,sender_account,beneficiary_account
61,2024-10-30,379.09,297,597
62,2024-05-02,341.18,597,701
63,2024-09-01,307.06,701,322
64,2024-03-27,337.77,322,306
65,2024-12-20,371.55,306,297
66,2024-04-17,535.49,289,716
67,2024-11-30,589.04,716,479
68,2024-04-18,647.94,479,723
69,2024-01-07,712.73,723,714
70,2024-08-07,641.46,714,289
71,2024-02-08,692.84,96,562
72,2024-05-17,623.56,562,248
73,2024-01-04,685.92,248,48
74,2024-04-06,754.51,48,909
75,2024-02-07,679.06,909,96
76,2024-10-31,136.33,354,259
77,2024-11-25,122.7,259,869
78,2024-11-12,110.43,869,795
79,2024-03-21,121.47,795,91
80,2024-08-19,133.62,91,354
81,2024-04-30,821.77,463,977
82,2024-11-30,739.59,977,341
83,2024-04-24,665.63,341,292
84,2024-06-09,599.07,292,98
85,2024-04-14,658.98,98,463
86,2024-05-15,892.42,685,340
87,2024-04-05,981.66,340,298
88,2024-11-18,883.49,298,888
89,2024-05-14,971.84,888,25
90,2024-05-15,1069.02,25,685
91,2024-04-10,68.67,672,23
92,2024-11-23,61.8,23,274
93,2024-03-29,55.62,274,888
94,2024-12-19,61.18,888,276
95,2024-01-30,55.06,276,672
96,2024-08-29,838.27,366,172
97,2024-01-25,922.1,172,464
98,2024-09-28,829.89,464,974
99,2024-05-08,746.9,974,735
100,2024-07-04,821.59,735,366
101,2024-08-31,805.49,781,953
102,2024-02-13,724.94,953,974
103,2024-01-26,652.45,974,866
104,2024-10-15,587.21,866,29
105,2024-07-16,528.49,29,781
106,2024-01-29,191.21,454,421
107,2024-08-12,210.33,421,438
108,2024-09-02,189.3,438,196
109,2024-12-12,170.37,196,576
110,2024-04-13,187.41,576,454
111,2024-01-30,690.5,337,219
112,2024-07-20,759.55,219,883
113,2024-06-25,683.6,883,525
114,2024-01-25,615.24,525,642
115,2024-01-01,676.76,642,337
116,2024-08-24,659.13,696,616
117,2024-03-24,725.04,616,28
118,2024-06-27,652.54,28,929
119,2024-02-01,587.29,929,497
120,2024-01-23,646.02,497,696
121,2024-01-05,850.59,780,622
122,2024-07-05,935.65,622,837
123,2024-02-21,1029.22,837,828
124,2024-04-29,1132.14,828,992
125,2024-12-12,1018.93,992,780
126,2024-07-27,103.67,704,808
127,2024-12-03,114.04,808,698
128,2024-08-12,125.44,698,931
129,2024-03-17,137.98,931,906
130,2024-02-11,151.78,906,704
131,2024-10-08,1052.99,830,743
132,2024-03-08,947.69,743,608
133,2024-09-26,852.92,608,336
134,2024-06-29,938.21,336,607
135,2024-03-04,1032.03,607,830
136,2024-07-24,573.54,291,100
137,2024-08-06,630.89,100,262
138,2024-05-19,567.8,262,732
139,2024-10-10,624.58,732,441
140,2024-10-24,562.12,441,291
141,2024-11-26,823.5,722,987
142,2024-09-23,905.85,987,204
143,2024-03-09,815.26,204,934
144,2024-08-13,733.73,934,464
145,2024-04-27,807.1,464,722
146,2024-03-29,1034.45,490,256
147,2024-01-29,931.01,256,501
148,2024-08-01,1024.11,501,856
149,2024-01-01,1126.52,856,934
150,2024-07-01,1239.17,934,490
151,2024-07-24,930.07,954,763
152,2024-05-24,1023.08,763,34
153,2024-07-27,920.77,34,614
154,2024-05-28,828.69,614,765
155,2024-09-10,745.82,765,954
156,2024-01-29,90.98,893,344
157,2024-12-26,100.08,344,198
158,2024-04-14,90.07,198,345
159,2024-05-04,99.08,345,416
160,2024-12-12,108.99,416,893
161,2024-02-25,360.29,802,301
162,2024-02-03,324.26,301,346
163,2024-11-21,356.69,346,357
164,2024-01-14,321.02,357,37
165,2024-02-29,353.12,37,802
166,2024-02-22,281.57,996,867
167,2024-07-26,309.73,867,964
168,2024-12-14,278.76,964,841
169,2024-08-09,250.88,841,753
170,2024-04-24,275.97,753,996
171,2024-07-18,742.3,31,531
172,2024-01-06,668.07,531,7
173,2024-11-27,734.88,7,815
174,2024-08-12,808.37,815,355
175,2024-08-01,727.53,355,31
176,2024-08-08,81.31,178,293
177,2024-12-11,73.18,293,890
178,2024-10-24,80.5,890,245
179,2024-07-19,72.45,245,467
180,2024-03-31,79.7,467,178
181,2024-04-12,519.9,711,716
182,2024-11-07,571.89,716,626
183,2024-11-01,514.7,626,808
184,2024-06-09,463.23,808,343
185,2024-11-26,416.91,343,711
186,2024-04-07,553.59,893,245
187,2024-11-02,498.23,245,239
188,2024-11-23,548.05,239,169
189,2024-02-23,493.24,169,866
190,2024-07-09,443.92,866,893
191,2024-03-15,467.99,175,750
192,2024-06-29,514.79,750,867
193,2024-05-31,566.27,867,36
194,2024-10-12,509.64,36,709
195,2024-07-30,458.68,709,175
196,2024-12-22,782.49,174,341
197,2024-12-06,704.24,341,24
198,2024-10-01,633.82,24,920
199,2024-12-06,570.44,920,641
200,2024-04-04,513.4,641,174
201,2024-05-23,985.42,639,315
202,2024-02-19,886.88,315,768
203,2024-01-13,798.19,768,634
204,2024-10-24,718.37,634,168
205,2024-08-10,646.53,168,639
206,2024-11-01,903.3,365,185
207,2024-12-09,812.97,185,731
208,2024-08-11,731.67,731,940
209,2024-08-08,658.5,940,183
210,2024-08-20,724.35,183,365
211,2024-10-17,101.95,821,425
212,2024-05-26,112.15,425,207
213,2024-07-05,100.94,207,161
214,2024-06-14,90.85,161,329
215,2024-03-29,81.77,329,821
216,2024-10-06,425.18,762,517
217,2024-12-24,467.7,517,651
218,2024-01-25,514.47,651,43
219,2024-09-20,565.92,43,524
220,2024-11-27,622.51,524,762
221,2024-11-11,231.31,630,492
222,2024-01-04,254.44,492,180
223,2024-03-09,279.88,180,700
224,2024-10-07,307.87,700,262
225,2024-04-12,277.08,262,630
226,2024-03-03,343.07,61,107
227,2024-09-12,377.38,107,533
228,2024-11-12,415.12,533,347
229,2024-11-05,373.61,347,970
230,2024-05-31,336.25,970,61
231,2024-10-26,150.69,611,832
232,2024-07-30,135.62,832,152
233,2024-07-02,122.06,152,895
234,2024-09-23,109.85,895,733
235,2024-08-04,98.86,733,611
236,2024-01-28,837.76,173,21
237,2024-01-12,753.98,21,813
238,2024-03-02,678.58,813,470
239,2024-04-04,746.44,470,629
240,2024-07-07,821.08,629,173
241,2024-01-23,803.35,792,574
242,2024-11-14,883.69,574,485
243,2024-05-09,972.06,485,704
244,2024-09-06,874.85,704,459
245,2024-06-20,962.34,459,792
246,2024-05-14,874.16,655,933
247,2024-09-23,961.58,933,957
248,2024-08-24,865.42,957,61
249,2024-04-26,951.96,61,759
250,2024-12-07,856.76,759,655
251,2024-06-03,544.46,572,729
252,2024-11-21,598.91,729,895
253,2024-07-12,539.02,895,150
254,2024-01-31,592.92,150,839
255,2024-02-07,533.63,839,572
256,2024-01-08,961.03,496,326
257,2024-09-13,1057.13,326,708
258,2024-07-09,951.42,708,863
259,2024-01-11,1046.56,863,467
260,2024-02-19,1151.22,467,496
261,2024-11-12,57.66,910,629
262,2024-05-25,63.43,629,224
263,2024-10-26,69.77,224,515
264,2024-08-08,62.79,515,383
265,2024-08-19,69.07,383,910
266,2024-01-12,517.7,458,171
267,2024-05-26,569.47,171,426
268,2024-11-25,626.42,426,508
269,2024-04-20,563.78,508,103
270,2024-12-20,620.16,103,458
271,2024-08-12,911.42,854,305
272,2024-07-12,1002.56,305,1
273,2024-04-18,902.3,1,906
274,2024-10-12,992.53,906,891
275,2024-04-01,893.28,891,854
276,2024-06-13,811.12,302,140
277,2024-06-11,730.01,140,326
278,2024-08-31,657.01,326,769
279,2024-11-29,591.31,769,961
280,2024-09-09,532.18,961,302
281,2024-06-23,208.25,800,49
282,2024-11-04,229.08,49,372
283,2024-01-22,206.17,372,536
284,2024-02-09,185.55,536,1
285,2024-04-28,204.11,1,800
286,2024-03-22,578.97,981,301
287,2024-09-18,636.87,301,796
288,2024-03-04,573.18,796,20
289,2024-03-19,630.5,20,878
290,2024-01-12,567.45,878,981
291,2024-09-21,835.77,690,723
292,2024-09-08,752.19,723,833
293,2024-09-07,827.41,833,728
294,2024-03-13,744.67,728,822
295,2024-12-17,819.14,822,690
296,2024-09-04,131.48,633,563
297,2024-08-09,144.63,563,503
298,2024-04-18,159.09,503,433
299,2024-09-05,143.18,433,899
300,2024-06-06,157.5,899,633
301,2024-06-24,445.22,917,72
302,2024-03-11,400.7,72,828
303,2024-09-30,440.77,828,134
304,2024-08-20,484.85,134,524
305,2024-09-16,533.34,524,917
306,2024-04-22,721.07,998,736
307,2024-03-10,793.18,736,407
308,2024-04-18,713.86,407,745
309,2024-01-01,642.47,745,324
310,2024-12-23,578.22,324,998
311,2024-11-08,292.42,326,758
312,2024-06-15,321.66,758,867
313,2024-01-21,289.49,867,861
314,2024-07-03,260.54,861,355
315,2024-02-11,286.59,355,326
316,2024-05-18,400.47,186,148
317,2024-11-30,360.42,148,58
318,2024-08-20,324.38,58,205
319,2024-12-27,291.94,205,366
320,2024-02-07,321.13,366,186
321,2024-10-19,629.18,774,785
322,2024-05-21,566.26,785,528
323,2024-11-18,622.89,528,392
324,2024-09-20,685.18,392,6
325,2024-06-22,616.66,6,774
326,2024-11-29,22.61,150,752
327,2024-04-17,24.87,752,505
328,2024-03-15,27.36,505,291
329,2024-06-06,24.62,291,517
330,2024-01-22,22.16,517,150
331,2024-01-14,31.41,374,607
332,2024-05-10,28.27,607,289
333,2024-02-27,31.1,289,765
334,2024-08-25,27.99,765,659
335,2024-02-08,25.19,659,374
336,2024-04-30,609.68,699,902
337,2024-11-21,548.71,902,94
338,2024-04-16,493.84,94,523
339,2024-02-23,444.46,523,328
340,2024-05-28,488.91,328,699
341,2024-07-24,138.6,307,53
342,2024-08-07,124.74,53,31
343,2024-06-21,137.21,31,54
344,2024-04-15,150.93,54,84
345,2024-08-22,166.02,84,307
346,2024-02-05,315.08,478,934
347,2024-08-13,283.57,934,106
348,2024-02-09,311.93,106,534
349,2024-01-15,280.74,534,158
350,2024-12-16,252.67,158,478
351,2024-03-09,323.85,121,462
352,2024-12-11,291.47,462,929
353,2024-09-10,320.62,929,383
354,2024-08-20,352.68,383,848
355,2024-07-11,317.41,848,121
356,2024-10-18,620.29,913,324
357,2024-01-07,558.26,324,322
358,2024-03-18,614.09,322,576
359,2024-05-24,675.5,576,419
360,2024-06-07,743.05,419,913
361,2024-08-13,270.08,856,298
362,2024-06-14,243.07,298,803
363,2024-07-25,267.38,803,999
364,2024-09-03,240.64,999,802
365,2024-11-30,216.58,802,856
366,2024-11-20,349.8,81,648
367,2024-01-28,384.78,648,917
368,2024-07-03,423.26,917,482
369,2024-05-13,380.93,482,248
370,2024-11-26,342.84,248,81
371,2024-06-23,369.04,271,167
372,2024-01-12,332.14,167,75
373,2024-01-14,365.35,75,147
374,2024-07-03,328.82,147,104
375,2024-10-19,361.7,104,271
376,2024-02-06,572.26,505,775
377,2024-04-05,515.03,775,388
378,2024-03-15,566.53,388,513
379,2024-12-04,623.18,513,481
380,2024-05-07,685.5,481,505
381,2024-09-22,917.3,15,650
382,2024-11-19,825.57,650,581
383,2024-05-31,908.13,581,349
384,2024-07-24,998.94,349,182
385,2024-12-06,1098.83,182,15
386,2024-12-29,546.07,172,349
387,2024-07-07,600.68,349,22
388,2024-08-28,660.75,22,990
389,2024-11-12,726.83,990,54
390,2024-05-11,799.51,54,172
391,2024-06-05,705.29,942,774
392,2024-03-17,775.82,774,764
393,2024-04-29,853.4,764,566
394,2024-04-25,768.06,566,39
395,2024-12-23,691.25,39,942
396,2024-07-18,467.2,959,114
397,2024-08-03,513.92,114,722
398,2024-08-19,565.31,722,266
399,2024-07-16,621.84,266,380
400,2024-11-08,559.66,380,959
401,2024-10-31,332.69,102,375
402,2024-02-27,299.42,375,773
403,2024-05-13,329.36,773,605
404,2024-04-22,362.3,605,738
405,2024-11-21,398.53,738,102
406,2024-01-11,119.24,603,278
407,2024-07-03,107.32,278,688
408,2024-12-05,118.05,688,283
409,2024-01-30,106.25,283,187
410,2024-01-01,116.88,187,603
411,2024-04-28,923.03,726,1
412,2024-07-15,1015.33,1,265
413,2024-07-17,1116.86,265,741
414,2024-08-02,1228.55,741,956
415,2024-12-20,1351.4,956,726
416,2024-12-25,410.66,988,405
417,2024-07-31,369.59,405,844
418,2024-08-06,332.63,844,123
419,2024-07-04,299.37,123,742
420,2024-05-30,269.43,742,988
421,2024-03-27,474.8,937,89
422,2024-02-25,522.28,89,188
423,2024-08-31,574.51,188,541
424,2024-08-09,517.06,541,270
425,2024-06-05,465.35,270,937
426,2024-04-12,788.12,383,346
427,2024-01-15,709.31,346,172
428,2024-09-03,638.38,172,423
429,2024-09-14,574.54,423,622
430,2024-04-24,517.09,622,383
431,2024-03-06,354.64,213,803
432,2024-03-22,319.18,803,165
433,2024-05-18,351.1,165,229
434,2024-06-26,315.99,229,890
435,2024-02-28,347.59,890,213
436,2024-06-30,98.06,412,684
437,2024-02-09,107.87,684,600
438,2024-05-10,118.66,600,127
439,2024-11-27,106.79,127,815
440,2024-11-05,96.11,815,412
441,2024-06-07,887.78,685,971
442,2024-02-21,799.0,971,634
443,2024-05-13,878.9,634,256
444,2024-07-16,966.79,256,80
445,2024-08-17,870.11,80,685
446,2024-05-30,823.14,548,904
447,2024-10-15,740.83,904,82
448,2024-08-13,814.91,82,96
449,2024-06-05,896.4,96,508
450,2024-05-16,986.04,508,548
451,2024-09-05,278.99,953,309
452,2024-01-17,306.89,309,822
453,2024-05-06,337.58,822,877
454,2024-07-08,371.34,877,516
455,2024-03-18,408.47,516,953
456,2024-12-16,198.91,797,818
457,2024-03-07,179.02,818,990
458,2024-10-18,161.12,990,153
459,2024-06-23,145.01,153,593
460,2024-07-10,159.51,593,797
461,2024-09-23,182.83,289,854
462,2024-12-27,164.55,854,177
463,2024-11-30,148.1,177,291
464,2024-07-31,133.29,291,240
465,2024-02-05,119.96,240,289
466,2024-08-10,1033.71,846,726
467,2024-01-03,1137.08,726,545
468,2024-09-24,1023.37,545,525
469,2024-05-07,921.03,525,108
470,2024-12-25,828.93,108,846
471,2024-06-15,805.94,846,742
472,2024-12-27,725.35,742,369
473,2024-03-05,652.82,369,153
474,2024-10-29,587.54,153,372
475,2024-04-18,646.29,372,846
476,2024-12-07,526.22,517,155
477,2024-04-03,578.84,155,269
478,2024-11-23,636.72,269,873
479,2024-01-21,700.39,873,107
480,2024-05-07,770.43,107,517
481,2024-06-08,196.22,882,31
482,2024-01-04,215.84,31,287
483,2024-06-24,194.26,287,772
484,2024-02-25,213.69,772,254
485,2024-02-15,192.32,254,882
486,2024-03-18,487.94,40,394
487,2024-10-06,536.73,394,289
488,2024-09-20,590.4,289,361
489,2024-03-20,649.44,361,546
490,2024-04-03,714.38,546,40
491,2024-02-06,680.86,285,470
492,2024-08-01,612.77,470,595
493,2024-10-09,551.49,595,422
494,2024-12-21,606.64,422,514
495,2024-08-09,545.98,514,285
496,2024-01-07,750.64,692,432
497,2024-03-05,825.7,432,842
498,2024-10-04,743.13,842,529
499,2024-11-17,668.82,529,730
500,2024-03-28,735.7,730,692
501,2024-03-14,177.25,699,550
502,2024-06-16,194.98,550,864
503,2024-02-29,214.48,864,529
504,2024-10-12,193.03,529,165
505,2024-09-18,173.73,165,699
506,2024-01-20,205.67,478,692
507,2024-08-23,226.24,692,326
508,2024-05-16,248.86,326,585
509,2024-04-28,223.97,585,243
510,2024-08-15,246.37,243,478
511,2024-12-21,373.11,624,769
512,2024-01-06,335.8,769,921
513,2024-04-10,369.38,921,711
514,2024-11-27,406.32,711,93
515,2024-10-27,446.95,93,624
516,2024-02-16,313.97,930,865
517,2024-06-13,345.37,865,245
518,2024-07-25,379.91,245,159
519,2024-07-21,341.92,159,703
520,2024-10-05,376.11,703,930
521,2024-01-26,138.5,903,592
522,2024-06-04,124.65,592,819
523,2024-05-26,137.12,819,822
524,2024-04-16,123.41,822,702
525,2024-03-18,135.75,702,903
526,2024-01-06,548.39,254,299
527,2024-09-23,603.23,299,363
528,2024-07-26,542.91,363,304
529,2024-07-09,597.2,304,837
530,2024-03-20,537.48,837,254
531,2024-01-30,822.47,855,655
532,2024-04-27,740.22,655,953
533,2024-01-26,814.24,953,819
534,2024-08-06,895.66,819,764
535,2024-05-30,806.09,764,855
536,2024-07-15,208.73,558,655
537,2024-01-26,229.6,655,973
538,2024-04-27,252.56,973,544
539,2024-06-29,227.3,544,273
540,2024-07-15,250.03,273,558
541,2024-06-17,608.61,572,417
542,2024-12-01,547.75,417,940
543,2024-03-10,492.98,940,30
544,2024-12-02,542.28,30,421
545,2024-09-22,596.51,421,572
546,2024-04-09,1025.87,562,905
547,2024-03-15,1128.46,905,94
548,2024-12-23,1241.31,94,454
549,2024-10-22,1365.44,454,195
550,2024-01-04,1501.98,195,562
551,2024-12-02,399.76,551,622
552,2024-10-09,359.78,622,911
553,2024-05-30,395.76,911,168
554,2024-12-11,356.18,168,459
555,2024-05-12,391.8,459,551
556,2024-04-03,517.59,131,670
557,2024-01-06,465.83,670,711
558,2024-02-08,419.25,711,221
559,2024-05-14,461.18,221,11
560,2024-07-28,507.3,11,131
561,2024-05-15,766.82,870,80
562,2024-02-04,843.5,80,867
563,2024-12-14,927.85,867,885
564,2024-02-20,835.07,885,93
565,2024-09-06,751.56,93,870
566,2024-12-22,121.17,801,943
567,2024-12-28,109.05,943,26
568,2024-11-22,98.14,26,607
569,2024-02-18,88.33,607,207
570,2024-05-18,97.16,207,801
571,2024-05-03,320.49,710,305
572,2024-12-24,288.44,305,729
573,2024-04-03,317.28,729,769
574,2024-10-11,349.01,769,988
575,2024-04-19,314.11,988,710
576,2024-05-30,662.02,589,666
577,2024-10-20,728.22,666,731
578,2024-06-25,801.04,731,810
579,2024-10-21,881.14,810,898
580,2024-07-15,793.03,898,589
581,2024-04-14,804.8,172,647
582,2024-02-13,885.28,647,757
583,2024-06-27,796.75,757,45
584,2024-12-27,717.08,45,910
585,2024-03-28,788.79,910,172
586,2024-02-26,161.03,838,627
587,2024-10-29,144.93,627,497
588,2024-10-06,130.44,497,408
589,2024-04-26,143.48,408,804
590,2024-07-14,157.83,804,838
591,2024-02-15,895.38,338,75
592,2024-08-10,805.84,75,695
593,2024-01-07,886.42,695,755
594,2024-05-03,797.78,755,731
595,2024-05-07,718.0,731,338
596,2024-05-20,502.06,289,695
597,2024-05-31,451.85,695,240
598,2024-12-13,406.67,240,70
599,2024-08-28,447.34,70,605
600,2024-03-04,402.61,605,289
601,2024-06-04,128.7,46,290
602,2024-01-09,115.83,290,336
603,2024-05-05,104.25,336,509
604,2024-04-02,93.83,509,433
605,2024-12-20,84.45,433,46
606,2024-10-19,745.95,528,171
607,2024-11-12,671.36,171,898
608,2024-07-14,604.22,898,832
609,2024-06-21,543.8,832,961
610,2024-01-16,598.18,961,528
611,2024-12-09,859.01,277,97
612,2024-01-09,773.11,97,77
613,2024-02-29,850.42,77,997
614,2024-05-31,765.38,997,985
615,2024-06-10,688.84,985,277
616,2024-10-18,124.87,179,956
617,2024-11-06,137.36,956,840
618,2024-08-31,123.62,840,322
619,2024-09-21,111.26,322,660
620,2024-01-06,122.39,660,179
621,2024-01-02,490.51,18,147
622,2024-08-03,441.46,147,447
623,2024-06-04,485.61,447,380
624,2024-11-04,534.17,380,902
625,2024-10-08,480.75,902,18
626,2024-05-12,174.5,274,848
627,2024-11-09,157.05,848,944
628,2024-01-21,172.76,944,338
629,2024-04-06,190.04,338,337
630,2024-08-16,209.04,337,274
631,2024-05-23,176.78,305,508
632,2024-07-16,194.46,508,347
633,2024-01-09,175.01,347,274
634,2024-10-17,192.51,274,958
635,2024-11-23,211.76,958,305
636,2024-09-08,113.17,800,433
637,2024-06-25,101.85,433,690
638,2024-12-12,91.66,690,510
639,2024-10-24,82.49,510,979
640,2024-08-01,74.24,979,800
641,2024-08-09,267.37,820,610
642,2024-03-16,294.11,610,418
643,2024-10-24,323.52,418,587
644,2024-09-15,291.17,587,341
645,2024-03-06,262.05,341,820
646,2024-03-31,446.83,569,768
647,2024-01-10,402.15,768,919
648,2024-11-09,442.37,919,24
649,2024-12-30,398.13,24,387
650,2024-10-06,437.94,387,569
651,2024-07-21,433.52,525,450
652,2024-03-21,390.17,450,442
653,2024-06-20,429.19,442,313
654,2024-12-02,386.27,313,182
655,2024-11-22,347.64,182,525
656,2024-05-06,489.52,594,351
657,2024-07-27,440.57,351,851
658,2024-06-22,396.51,851,258
659,2024-03-12,356.86,258,57
660,2024-07-10,321.17,57,594
661,2024-10-27,508.44,34,660
662,2024-01-13,559.28,660,892
663,2024-09-12,503.35,892,29
664,2024-08-11,453.02,29,798
665,2024-03-29,407.72,798,34
666,2024-08-30,1027.15,621,439
667,2024-10-09,1129.87,439,168
668,2024-10-25,1016.88,168,839
669,2024-07-21,915.19,839,941
670,2024-07-23,1006.71,941,621
671,2024-10-23,649.42,252,987
672,2024-01-09,714.36,987,107
673,2024-02-07,785.8,107,579
674,2024-10-30,864.38,579,716
675,2024-05-09,777.94,716,252
676,2024-06-05,851.92,386,211
677,2024-10-09,766.73,211,431
678,2024-02-02,843.4,431,971
679,2024-01-18,927.74,971,601
680,2024-07-22,1020.51,601,386
681,2024-07-04,568.57,577,637
682,2024-10-31,625.43,637,596
683,2024-02-15,562.89,596,879
684,2024-07-13,506.6,879,35
685,2024-11-25,557.26,35,577
686,2024-08-03,746.36,356,527
687,2024-02-10,671.72,527,424
688,2024-06-28,738.89,424,419
689,2024-08-05,812.78,419,631
690,2024-09-12,731.5,631,356
691,2024-09-09,873.71,789,534
692,2024-12-26,786.34,534,278
693,2024-01-19,707.71,278,288
694,2024-11-05,778.48,288,207
695,2024-03-26,700.63,207,789
696,2024-06-26,703.98,23,972
697,2024-07-05,774.38,972,224
698,2024-11-17,696.94,224,954
699,2024-11-10,766.63,954,266
700,2024-08-19,689.97,266,23
701,2024-05-24,563.43,963,200
702,2024-03-16,619.77,200,869
703,2024-04-10,681.75,869,804
704,2024-10-10,613.58,804,693
705,2024-02-16,552.22,693,963
706,2024-01-18,304.61,418,317
707,2024-07-26,335.07,317,860
708,2024-08-05,368.58,860,102
709,2024-03-08,331.72,102,857
710,2024-07-23,298.55,857,418
711,2024-01-05,165.47,836,184
712,2024-09-07,148.92,184,112
713,2024-05-21,134.03,112,341
714,2024-08-18,120.63,341,230
715,2024-04-15,108.57,230,836
716,2024-03-20,207.96,272,990
717,2024-11-13,228.76,990,352
718,2024-05-10,205.88,352,8
719,2024-05-25,226.47,8,366
720,2024-11-10,203.82,366,272
721,2024-05-01,127.27,162,224
722,2024-08-14,140.0,224,102
723,2024-10-20,154.0,102,412
724,2024-03-18,169.4,412,259
725,2024-02-24,152.46,259,162
726,2024-06-24,725.26,95,212
727,2024-10-03,797.79,212,940
728,2024-08-10,718.01,940,749
729,2024-05-02,789.81,749,427
730,2024-06-21,710.83,427,95
731,2024-08-09,203.78,746,774
732,2024-11-15,224.16,774,624
733,2024-09-20,246.58,624,228
734,2024-06-28,221.92,228,408
735,2024-08-30,244.11,408,746
736,2024-06-28,603.66,698,897
737,2024-05-12,664.03,897,821
738,2024-09-28,597.63,821,287
739,2024-08-01,537.87,287,776
740,2024-10-31,484.08,776,698
741,2024-04-08,333.24,229,863
742,2024-05-28,366.56,863,488
743,2024-07-10,403.22,488,846
744,2024-09-03,362.9,846,725
745,2024-10-03,326.61,725,229
746,2024-01-09,606.71,269,463
747,2024-05-23,667.38,463,782
748,2024-05-31,600.64,782,468
749,2024-11-09,660.7,468,823
750,2024-07-10,594.63,823,269
751,2024-05-24,1040.19,802,292
752,2024-07-25,1144.21,292,889
753,2024-05-08,1029.79,889,861
754,2024-05-06,926.81,861,495
755,2024-09-24,834.13,495,802
756,2024-08-21,479.15,845,639
757,2024-06-20,431.24,639,790
758,2024-01-09,388.12,790,847
759,2024-08-26,349.31,847,330
760,2024-01-06,384.24,330,845
761,2024-03-21,149.62,424,334
762,2024-04-20,134.66,334,517
763,2024-11-07,121.19,517,481
764,2024-12-21,109.07,481,626
765,2024-03-05,98.16,626,424
766,2024-10-05,442.32,35,314
767,2024-10-26,398.09,314,329
768,2024-09-05,358.28,329,62
769,2024-03-17,322.45,62,814
770,2024-07-27,290.2,814,35
771,2024-12-16,657.34,3,805
772,2024-09-05,591.61,805,943
773,2024-09-04,532.45,943,412
774,2024-11-13,585.7,412,186
775,2024-02-06,527.13,186,3
776,2024-07-07,319.97,967,440
777,2024-01-04,351.97,440,556
778,2024-02-23,387.17,556,150
779,2024-02-25,348.45,150,791
780,2024-01-29,313.61,791,967
781,2024-03-31,322.27,175,92
782,2024-11-08,290.04,92,99
783,2024-02-15,319.04,99,105
784,2024-09-29,350.94,105,395
785,2024-03-30,315.85,395,175
786,2024-06-25,987.13,231,421
787,2024-11-08,1085.84,421,134
788,2024-12-07,977.26,134,980
789,2024-08-10,879.53,980,357
790,2024-03-29,967.48,357,231
791,2024-03-02,904.52,373,547
792,2024-11-03,994.97,547,77
793,2024-08-17,895.47,77,916
794,2024-11-29,985.02,916,892
795,2024-03-29,886.52,892,373
796,2024-04-28,945.55,839,617
797,2024-04-03,1040.11,617,479
798,2024-03-16,936.1,479,776
799,2024-04-06,842.49,776,293
800,2024-05-12,758.24,293,839
801,2024-07-28,597.96,301,400
802,2024-01-17,657.76,400,306
803,2024-06-19,723.54,306,183
804,2024-06-05,795.89,183,625
805,2024-12-21,875.48,625,301
806,2024-08-05,244.29,538,800
807,2024-07-26,268.72,800,501
808,2024-05-28,241.85,501,835
809,2024-03-26,266.04,835,871
810,2024-04-10,292.64,871,538
811,2024-09-20,436.39,193,946
812,2024-04-17,480.03,946,46
813,2024-12-30,432.03,46,226
814,2024-12-02,388.83,226,283
815,2024-10-09,349.95,283,193
816,2024-01-12,684.58,991,363
817,2024-07-07,753.04,363,597
