date,amount,sender,receiver
2024-07-30,252.56,Account_972,Account_644
2024-06-11,939.3,Account_877,Account_923
2024-03-11,79.51,Account_743,Account_430
2024-09-28,774.38,Account_130,Account_74
2024-01-11,880.0,Account_561,Account_140
2024-09-26,753.15,Account_421,Account_219
2024-03-03,823.73,Account_745,Account_408
2024-11-18,72.5,Account_493,Account_394
2024-01-15,720.61,Account_643,Account_999
2024-02-29,419.33,Account_160,Account_195
2024-05-02,442.0,Account_707,Account_643
2024-11-16,197.38,Account_434,Account_519
2024-08-24,75.46,Account_625,Account_606
2024-05-04,24.8,Account_445,Account_281
2024-12-07,783.74,Account_151,Account_231
2024-04-26,575.85,Account_70,Account_731
2024-03-12,977.74,Account_675,Account_184
2024-11-21,538.32,Account_808,Account_922
2024-02-22,806.99,Account_825,Account_412
2024-05-03,889.18,Account_180,Account_390
2024-11-15,267.44,Account_473,Account_598
2024-03-25,847.2,Account_582,Account_329
2024-11-10,319.89,Account_959,Account_191
2024-06-03,264.69,Account_425,Account_780
2024-05-07,285.64,Account_701,Account_533
2024-08-07,749.52,Account_821,Account_944
2024-08-10,732.35,Account_786,Account_721
2024-02-29,873.39,Account_520,Account_116
2024-04-23,785.32,Account_77,Account_317
2024-01-13,431.82,Account_227,Account_48
2024-06-13,524.54,Account_620,Account_725
2024-06-19,484.11,Account_576,Account_512
2024-12-11,354.24,Account_325,Account_720
2024-11-23,697.31,Account_676,Account_801
2024-03-26,701.61,Account_932,Account_398
2024-11-08,535.34,Account_799,Account_494
2024-10-22,923.07,Account_54,Account_176
2024-12-31,160.42,Account_101,Account_705
2024-04-30,954.98,Account_748,Account_273
2024-04-01,125.07,Account_480,Account_173
2024-07-21,966.96,Account_908,Account_742
2024-04-07,224.2,Account_743,Account_24
2024-10-01,303.99,Account_332,Account_521
2024-06-12,183.46,Account_816,Account_7
2024-10-17,623.04,Account_353,Account_674
2024-04-26,473.72,Account_975,Account_502
2024-10-19,970.47,Account_739,Account_467
2024-09-07,832.27,Account_201,Account_617
2024-06-26,322.69,Account_874,Account_593
2024-03-15,962.05,Account_70,Account_578
2024-12-15,456.92,Account_261,Account_738
2024-12-11,73.75,Account_88,Account_76
2024-08-21,963.54,Account_222,Account_401
2024-08-05,713.38,Account_13,Account_224
2024-11-30,361.59,Account_152,Account_985
2024-02-22,436.78,Account_475,Account_884
2024-05-29,948.59,Account_165,Account_374
2024-04-16,168.76,Account_748,Account_871
2024-01-22,24.27,Account_32,Account_816
2024-01-17,956.68,Account_371,Account_408
2024-03-15,513.08,Account_761,Account_971
2024-05-09,174.47,Account_592,Account_988
2024-08-26,147.92,Account_653,Account_573
2024-03-28,910.02,Account_229,Account_985
2024-08-29,48.92,Account_819,Account_114
2024-04-13,526.49,Account_700,Account_734
2024-04-27,640.31,Account_86,Account_176
2024-05-28,981.77,Account_734,Account_438
2024-01-02,157.85,Account_558,Account_358
2024-11-11,16.52,Account_484,Account_137
2024-05-31,32.28,Account_460,Account_866
2024-12-10,475.26,Account_142,Account_558
2024-03-23,685.06,Account_72,Account_448
2024-04-17,701.21,Account_502,Account_628
2024-03-21,332.98,Account_645,Account_406
2024-06-29,733.36,Account_640,Account_749
2024-01-10,687.59,Account_340,Account_94
2024-02-11,369.8,Account_19,Account_980
2024-06-04,123.68,Account_34,Account_526
2024-12-29,770.9,Account_706,Account_551
2024-04-16,878.34,Account_132,Account_440
2024-08-02,22.74,Account_707,Account_49
2024-05-03,143.29,Account_11,Account_463
2024-11-30,162.01,Account_330,Account_40
2024-04-07,12.79,Account_542,Account_237
2024-11-23,685.97,Account_686,Account_279
2024-06-18,995.81,Account_282,Account_203
2024-08-10,578.57,Account_827,Account_210
2024-10-13,150.13,Account_786,Account_587
2024-07-31,610.08,Account_31,Account_886
2024-08-04,228.9,Account_727,Account_406
2024-11-09,786.71,Account_861,Account_922
2024-12-12,562.57,Account_395,Account_857
2024-01-01,256.24,Account_313,Account_10
2024-05-09,285.66,Account_261,Account_383
2024-02-20,28.67,Account_66,Account_966
2024-08-25,271.26,Account_447,Account_401
2024-05-27,688.92,Account_5,Account_32
2024-10-09,737.04,Account_298,Account_808
2024-12-01,335.91,Account_29,Account_103
2024-03-14,413.14,Account_98,Account_502
2024-12-20,418.75,Account_595,Account_969
2024-03-07,13.56,Account_175,Account_529
2024-01-04,127.83,Account_303,Account_99
2024-11-08,27.98,Account_326,Account_838
2024-10-20,413.87,Account_988,Account_826
2024-04-09,107.73,Account_723,Account_426
2024-12-28,838.09,Account_126,Account_338
2024-05-05,168.2,Account_340,Account_382
2024-10-09,141.83,Account_714,Account_167
2024-10-07,331.13,Account_958,Account_50
2024-11-21,651.44,Account_198,Account_467
2024-05-18,356.34,Account_312,Account_241
2024-12-31,955.1,Account_758,Account_59
2024-03-30,995.11,Account_314,Account_509
2024-12-12,748.69,Account_961,Account_349
2024-02-24,370.49,Account_204,Account_611
2024-03-22,915.49,Account_90,Account_119
2024-12-17,326.15,Account_837,Account_333
2024-08-16,189.76,Account_446,Account_855
2024-03-31,556.64,Account_722,Account_557
2024-08-15,228.84,Account_412,Account_42
2024-05-01,591.69,Account_283,Account_545
2024-07-02,909.39,Account_21,Account_261
2024-09-16,538.31,Account_822,Account_925
2024-08-29,761.64,Account_8,Account_724
2024-02-04,548.13,Account_121,Account_857
2024-06-07,851.05,Account_819,Account_911
2024-11-07,139.93,Account_847,Account_923
2024-12-25,374.3,Account_915,Account_226
2024-05-31,695.22,Account_337,Account_983
2024-04-02,370.82,Account_677,Account_749
2024-06-29,739.09,Account_47,Account_334
2024-08-15,448.53,Account_578,Account_417
2024-02-15,611.19,Account_508,Account_614
2024-08-17,196.48,Account_110,Account_697
2024-01-10,552.77,Account_607,Account_817
2024-08-27,761.01,Account_726,Account_313
2024-05-08,151.37,Account_422,Account_995
2024-02-23,869.3,Account_333,Account_786
2024-10-18,10.56,Account_90,Account_399
2024-09-28,363.08,Account_914,Account_870
2024-01-20,912.45,Account_585,Account_476
2024-06-27,117.94,Account_818,Account_775
2024-04-02,964.62,Account_676,Account_951
2024-07-13,213.05,Account_120,Account_796
2024-07-11,599.16,Account_727,Account_535
2024-04-10,916.26,Account_63,Account_8
2024-02-06,438.3,Account_279,Account_470
2024-10-22,512.51,Account_134,Account_688
2024-04-26,590.84,Account_910,Account_529
2024-09-10,988.51,Account_8,Account_704
2024-02-29,903.48,Account_288,Account_400
2024-10-19,733.22,Account_766,Account_253
2024-10-22,642.66,Account_619,Account_774
2024-03-05,847.18,Account_906,Account_881
2024-06-17,637.07,Account_478,Account_108
2024-04-22,935.69,Account_713,Account_404
2024-10-03,679.99,Account_217,Account_534
2024-03-15,679.86,Account_904,Account_532
2024-10-14,736.54,Account_526,Account_375
2024-09-19,516.98,Account_882,Account_630
2024-05-12,550.64,Account_668,Account_108
2024-08-27,969.46,Account_795,Account_241
2024-12-30,250.29,Account_406,Account_714
2024-11-26,572.79,Account_932,Account_919
2024-10-27,244.84,Account_5,Account_482
2024-11-09,586.57,Account_292,Account_631
2024-11-30,943.21,Account_871,Account_802
2024-06-09,784.02,Account_844,Account_305
2024-12-03,901.65,Account_474,Account_701
2024-05-21,801.97,Account_259,Account_891
2024-08-19,963.38,Account_113,Account_871
2024-03-28,906.57,Account_413,Account_596
2024-11-23,144.08,Account_762,Account_437
2024-11-30,349.93,Account_790,Account_949
2024-06-30,770.91,Account_238,Account_305
2024-01-16,692.48,Account_582,Account_112
2024-05-07,736.29,Account_960,Account_820
2024-09-20,655.74,Account_350,Account_594
2024-06-17,615.11,Account_215,Account_944
2024-10-17,640.46,Account_978,Account_642
2024-11-06,467.44,Account_759,Account_56
2024-08-07,576.58,Account_721,Account_802
2024-08-18,856.52,Account_373,Account_519
2024-12-10,230.74,Account_520,Account_775
2024-10-09,422.47,Account_509,Account_338
2024-06-07,482.18,Account_74,Account_388
2024-12-12,991.07,Account_844,Account_224
2024-12-21,842.6,Account_40,Account_501
2024-11-29,996.12,Account_216,Account_59
2024-08-26,808.31,Account_687,Account_101
2024-12-17,394.05,Account_477,Account_981
2024-12-02,201.37,Account_653,Account_881
2024-09-08,630.15,Account_27,Account_658
2024-10-25,225.73,Account_521,Account_548
2024-12-30,198.84,Account_161,Account_153
2024-04-30,289.7,Account_514,Account_330
2024-10-27,414.71,Account_926,Account_194
2024-10-10,138.6,Account_619,Account_349
2024-04-05,768.17,Account_342,Account_699
2024-03-11,767.33,Account_230,Account_90
2024-07-20,686.54,Account_953,Account_842
2024-05-01,167.04,Account_323,Account_201
2024-06-18,674.26,Account_322,Account_712
2024-08-18,291.9,Account_829,Account_122
2024-01-28,598.29,Account_160,Account_269
2024-05-05,968.89,Account_193,Account_144
2024-05-29,492.43,Account_275,Account_494
2024-01-18,616.25,Account_435,Account_812
2024-06-09,713.26,Account_600,Account_249
2024-01-22,697.91,Account_377,Account_353
2024-07-29,46.38,Account_936,Account_153
2024-04-09,258.96,Account_117,Account_482
2024-07-03,316.08,Account_429,Account_998
2024-07-19,801.33,Account_578,Account_281
2024-10-09,168.52,Account_114,Account_785
2024-11-01,927.9,Account_578,Account_256
2024-09-01,638.52,Account_96,Account_980
2024-01-08,758.27,Account_694,Account_750
2024-08-12,331.68,Account_863,Account_429
2024-03-19,112.33,Account_753,Account_415
2024-10-04,157.93,Account_173,Account_891
2024-11-19,659.65,Account_665,Account_243
2024-05-25,392.34,Account_28,Account_374
2024-05-07,698.02,Account_430,Account_571
2024-07-08,937.44,Account_688,Account_5
2024-06-23,813.17,Account_379,Account_332
2024-07-27,60.54,Account_595,Account_341
2024-01-04,339.5,Account_218,Account_723
2024-10-02,492.42,Account_512,Account_511
2024-04-20,675.44,Account_621,Account_822
2024-07-28,145.53,Account_238,Account_662
2024-11-03,580.79,Account_879,Account_197
2024-07-29,681.59,Account_64,Account_270
2024-12-21,524.35,Account_37,Account_30
2024-10-16,251.75,Account_760,Account_845
2024-03-13,664.08,Account_387,Account_739
2024-10-15,429.85,Account_971,Account_983
2024-04-04,947.48,Account_18,Account_189
2024-07-10,568.59,Account_154,Account_64
2024-07-24,679.77,Account_972,Account_346
2024-01-20,775.53,Account_107,Account_469
2024-08-24,939.17,Account_443,Account_659
2024-06-23,724.09,Account_25,Account_940
2024-01-29,180.92,Account_695,Account_111
2024-05-09,849.86,Account_213,Account_599
2024-08-11,42.83,Account_317,Account_627
2024-02-28,895.11,Account_614,Account_488
2024-10-09,730.83,Account_392,Account_187
2024-12-17,689.01,Account_665,Account_199
2024-11-21,592.28,Account_838,Account_237
2024-11-01,81.84,Account_876,Account_860
2024-11-28,920.67,Account_162,Account_592
2024-06-21,121.35,Account_625,Account_151
2024-03-22,485.58,Account_230,Account_26
2024-01-29,423.72,Account_178,Account_942
2024-03-15,134.66,Account_920,Account_573
2024-08-15,655.84,Account_524,Account_239
2024-01-28,190.01,Account_767,Account_287
2024-06-14,624.24,Account_324,Account_293
2024-08-15,546.06,Account_503,Account_753
2024-03-15,891.76,Account_809,Account_171
2024-03-22,201.58,Account_64,Account_410
2024-12-21,523.37,Account_710,Account_677
2024-02-10,35.53,Account_766,Account_761
2024-10-10,976.28,Account_172,Account_432
2024-07-31,298.22,Account_55,Account_924
2024-10-23,372.02,Account_721,Account_430
2024-05-18,743.25,Account_332,Account_141
2024-10-17,23.01,Account_503,Account_419
2024-01-10,695.68,Account_427,Account_839
2024-05-15,887.26,Account_663,Account_437
2024-05-11,697.83,Account_451,Account_160
2024-03-31,999.33,Account_939,Account_837
2024-10-08,225.34,Account_371,Account_473
2024-09-10,258.1,Account_477,Account_712
2024-01-08,540.98,Account_561,Account_928
2024-12-23,812.36,Account_453,Account_4
2024-09-02,422.41,Account_621,Account_280
2024-01-28,777.68,Account_480,Account_470
2024-11-10,150.86,Account_445,Account_89
2024-03-19,610.6,Account_527,Account_513
2024-09-24,163.51,Account_559,Account_314
2024-09-19,602.75,Account_63,Account_815
2024-12-17,894.65,Account_816,Account_151
2024-07-12,710.37,Account_737,Account_73
2024-01-01,443.17,Account_264,Account_123
2024-02-08,867.03,Account_350,Account_201
2024-01-18,942.09,Account_661,Account_529
2024-07-22,731.35,Account_343,Account_397
2024-04-13,20.47,Account_556,Account_528
2024-11-24,840.94,Account_77,Account_707
2024-08-29,312.56,Account_412,Account_388
2024-07-07,581.46,Account_993,Account_891
2024-10-25,152.9,Account_652,Account_66
2024-03-30,898.59,Account_537,Account_196
2024-03-09,996.74,Account_780,Account_781
2024-07-10,367.35,Account_571,Account_702
2024-07-23,277.36,Account_689,Account_703
2024-11-05,93.89,Account_811,Account_19
2024-05-13,560.8,Account_88,Account_632
2024-01-02,527.08,Account_570,Account_21
2024-01-01,127.31,Account_954,Account_720
2024-12-16,781.65,Account_709,Account_527
2024-02-22,873.5,Account_410,Account_498
2024-08-27,49.02,Account_376,Account_175
2024-01-29,727.29,Account_665,Account_106
2024-05-25,292.38,Account_483,Account_847
2024-10-07,430.4,Account_232,Account_231
2024-11-01,734.69,Account_593,Account_382
2024-11-27,702.39,Account_389,Account_464
2024-12-08,418.16,Account_934,Account_301
2024-02-16,974.7,Account_55,Account_336
2024-01-01,830.39,Account_36,Account_949
2024-02-24,474.29,Account_53,Account_693
2024-01-15,739.54,Account_509,Account_569
2024-01-25,21.7,Account_744,Account_181
2024-10-16,668.47,Account_153,Account_357
2024-11-16,689.22,Account_485,Account_168
2024-03-30,685.85,Account_236,Account_721
2024-12-11,21.84,Account_34,Account_84
2024-08-28,902.21,Account_177,Account_635
2024-11-04,628.13,Account_374,Account_927
2024-12-11,651.94,Account_485,Account_276
2024-06-19,666.98,Account_710,Account_670
2024-08-04,869.47,Account_656,Account_236
2024-08-19,868.4,Account_330,Account_610
2024-03-26,261.86,Account_767,Account_317
2024-12-13,389.74,Account_355,Account_155
2024-05-12,765.92,Account_697,Account_631
2024-05-24,174.11,Account_686,Account_665
2024-06-27,291.37,Account_86,Account_415
2024-05-29,219.08,Account_798,Account_737
2024-12-14,795.41,Account_41,Account_964
2024-04-06,101.99,Account_872,Account_376
2024-11-09,938.06,Account_245,Account_470
2024-08-04,869.71,Account_786,Account_236
2024-10-20,401.51,Account_816,Account_770
2024-08-17,689.86,Account_790,Account_803
2024-12-12,124.06,Account_389,Account_547
2024-01-03,769.45,Account_923,Account_386
2024-09-11,327.03,Account_858,Account_543
2024-08-22,810.25,Account_786,Account_91
2024-07-04,660.73,Account_309,Account_614
2024-07-19,619.22,Account_534,Account_306
2024-05-19,88.05,Account_529,Account_522
2024-01-30,44.51,Account_603,Account_627
2024-06-21,821.29,Account_217,Account_979
2024-01-24,179.21,Account_516,Account_411
2024-05-15,449.77,Account_691,Account_365
2024-10-22,569.29,Account_339,Account_28
2024-05-12,217.01,Account_572,Account_448
2024-03-15,251.05,Account_383,Account_784
2024-02-25,739.27,Account_998,Account_452
2024-12-20,125.39,Account_100,Account_923
2024-09-22,911.93,Account_986,Account_59
2024-02-06,696.05,Account_381,Account_820
2024-12-12,257.78,Account_986,Account_548
2024-10-10,516.56,Account_435,Account_919
2024-04-23,328.29,Account_685,Account_745
2024-07-01,85.61,Account_839,Account_170
2024-09-13,417.93,Account_847,Account_591
2024-12-03,61.79,Account_682,Account_215
2024-11-29,697.5,Account_465,Account_741
2024-09-29,937.62,Account_282,Account_710
2024-03-20,761.77,Account_9,Account_899
2024-05-15,859.84,Account_152,Account_673
2024-09-10,620.04,Account_159,Account_355
2024-06-20,142.91,Account_679,Account_955
2024-03-24,303.54,Account_872,Account_340
2024-09-04,521.87,Account_843,Account_589
2024-02-22,552.58,Account_944,Account_811
2024-02-02,149.5,Account_736,Account_625
2024-08-28,806.32,Account_875,Account_777
2024-10-03,262.83,Account_996,Account_700
2024-01-03,312.0,Account_287,Account_458
2024-08-21,588.04,Account_302,Account_179
2024-10-07,486.96,Account_982,Account_107
2024-04-02,685.37,Account_941,Account_259
2024-08-22,435.48,Account_83,Account_269
2024-01-25,342.59,Account_188,Account_512
2024-03-14,350.7,Account_829,Account_278
2024-08-04,898.09,Account_637,Account_853
2024-08-07,943.31,Account_457,Account_886
2024-11-28,508.41,Account_635,Account_942
2024-10-04,593.78,Account_634,Account_466
2024-06-18,941.3,Account_538,Account_473
2024-05-12,336.1,Account_301,Account_286
2024-02-05,760.91,Account_905,Account_463
2024-11-08,14.23,Account_242,Account_285
2024-10-24,724.82,Account_949,Account_140
2024-01-02,421.79,Account_709,Account_219
2024-08-10,962.94,Account_708,Account_337
2024-12-05,459.14,Account_187,Account_713
2024-05-08,585.61,Account_66,Account_716
2024-11-04,256.7,Account_386,Account_918
2024-05-22,161.66,Account_28,Account_114
2024-05-30,293.48,Account_862,Account_541
2024-12-08,249.98,Account_491,Account_619
2024-02-05,127.64,Account_358,Account_417
2024-07-24,558.84,Account_369,Account_420
2024-05-02,140.99,Account_140,Account_723
2024-08-26,71.48,Account_889,Account_918
2024-11-10,424.7,Account_29,Account_674
2024-06-10,39.95,Account_259,Account_531
2024-01-18,111.12,Account_992,Account_238
2024-11-21,139.23,Account_135,Account_724
2024-01-28,248.86,Account_946,Account_307
2024-12-11,445.59,Account_219,Account_858
2024-11-29,886.1,Account_181,Account_828
2024-02-04,909.36,Account_733,Account_769
2024-03-23,639.38,Account_550,Account_424
2024-06-29,462.0,Account_292,Account_306
2024-02-23,862.96,Account_429,Account_193
2024-10-05,85.73,Account_134,Account_641
2024-04-05,496.63,Account_716,Account_15
2024-01-25,493.39,Account_571,Account_926
2024-06-12,422.03,Account_928,Account_405
2024-11-14,305.82,Account_714,Account_904
2024-07-24,338.02,Account_883,Account_523
2024-06-15,360.1,Account_386,Account_238
2024-09-24,303.49,Account_726,Account_854
2024-10-09,173.59,Account_953,Account_30
2024-03-12,184.26,Account_697,Account_535
2024-12-05,179.64,Account_78,Account_961
2024-08-09,544.89,Account_536,Account_722
2024-06-10,912.22,Account_599,Account_43
2024-07-18,617.32,Account_855,Account_976
2024-09-26,717.6,Account_604,Account_945
2024-09-13,183.85,Account_780,Account_318
2024-09-29,993.6,Account_912,Account_161
2024-06-17,884.59,Account_294,Account_460
2024-12-08,250.11,Account_158,Account_46
2024-11-11,677.77,Account_226,Account_860
2024-08-23,868.38,Account_554,Account_569
2024-03-26,736.25,Account_94,Account_812
2024-01-09,167.75,Account_215,Account_764
2024-07-14,438.26,Account_213,Account_889
2024-03-05,980.36,Account_536,Account_447
2024-09-03,930.17,Account_807,Account_454
2024-10-04,144.82,Account_559,Account_399
2024-04-05,780.02,Account_720,Account_680
2024-07-12,533.89,Account_483,Account_148
2024-01-04,250.77,Account_30,Account_740
2024-10-14,488.29,Account_518,Account_935
2024-02-10,275.95,Account_232,Account_852
2024-04-03,17.18,Account_980,Account_762
2024-04-23,235.28,Account_682,Account_550
2024-11-21,636.96,Account_273,Account_654
2024-06-24,485.54,Account_722,Account_378
2024-11-28,181.75,Account_913,Account_436
2024-08-19,806.18,Account_133,Account_880
2024-01-19,716.7,Account_512,Account_660
2024-06-22,337.29,Account_58,Account_261
2024-08-28,708.66,Account_544,Account_366
2024-08-24,942.1,Account_224,Account_63
2024-03-05,639.67,Account_226,Account_764
2024-08-17,350.95,Account_175,Account_564
2024-12-29,32.42,Account_945,Account_934
2024-03-19,262.03,Account_168,Account_808
2024-07-29,344.37,Account_340,Account_351
2024-12-24,729.18,Account_534,Account_619
2024-08-18,981.29,Account_701,Account_229
2024-11-28,983.23,Account_914,Account_938
2024-07-31,113.22,Account_40,Account_301
2024-02-05,562.34,Account_489,Account_995
2024-11-22,587.94,Account_369,Account_808
2024-11-26,292.63,Account_804,Account_885
2024-06-24,532.37,Account_472,Account_239
2024-05-22,20.06,Account_390,Account_624
2024-05-15,928.16,Account_528,Account_688
2024-04-26,436.92,Account_765,Account_688
2024-11-15,714.56,Account_213,Account_192
2024-03-24,965.19,Account_869,Account_73
2024-06-29,606.26,Account_291,Account_558
2024-08-12,918.84,Account_548,Account_477
2024-08-04,662.64,Account_30,Account_11
2024-11-10,246.76,Account_913,Account_166
2024-10-30,319.66,Account_269,Account_963
2024-03-22,286.26,Account_694,Account_863
2024-07-30,41.46,Account_432,Account_282
2024-06-14,559.61,Account_25,Account_652
2024-01-25,94.29,Account_212,Account_61
2024-10-21,955.66,Account_231,Account_881
2024-05-03,696.87,Account_524,Account_30
2024-02-16,509.51,Account_739,Account_969
2024-10-05,382.16,Account_888,Account_778
2024-10-08,362.3,Account_230,Account_254
2024-10-07,327.26,Account_640,Account_55
2024-12-10,47.81,Account_794,Account_78
2024-04-21,125.8,Account_18,Account_970
2024-04-11,287.4,Account_212,Account_469
2024-03-07,463.8,Account_334,Account_414
2024-03-25,455.35,Account_652,Account_672
2024-06-12,466.2,Account_524,Account_786
2024-08-08,372.16,Account_949,Account_391
2024-12-22,374.41,Account_676,Account_636
2024-05-31,671.11,Account_939,Account_596
2024-10-17,499.69,Account_362,Account_984
2024-07-07,574.34,Account_352,Account_627
2024-11-28,349.18,Account_27,Account_913
2024-03-09,632.9,Account_246,Account_705
2024-08-14,635.23,Account_577,Account_728
2024-05-26,518.81,Account_118,Account_308
2024-11-15,563.56,Account_920,Account_77
2024-06-09,168.85,Account_354,Account_965
2024-07-06,854.71,Account_135,Account_757
2024-08-20,933.7,Account_147,Account_829
2024-11-26,775.9,Account_916,Account_685
2024-02-08,172.39,Account_1000,Account_513
2024-02-04,320.2,Account_404,Account_666
2024-02-17,712.67,Account_625,Account_645
2024-09-08,908.6,Account_307,Account_853
2024-03-17,302.89,Account_303,Account_728
2024-12-06,212.46,Account_62,Account_824
2024-11-14,634.37,Account_139,Account_485
2024-01-14,468.6,Account_903,Account_269
2024-03-13,776.86,Account_526,Account_749
2024-07-04,66.12,Account_308,Account_974
2024-02-16,249.55,Account_700,Account_879
2024-05-25,740.45,Account_805,Account_173
2024-12-25,19.51,Account_900,Account_293
2024-08-11,208.27,Account_178,Account_597
2024-01-12,647.55,Account_240,Account_297
2024-02-15,99.35,Account_590,Account_257
2024-07-04,902.17,Account_843,Account_565
2024-06-30,663.43,Account_736,Account_851
2024-10-17,323.81,Account_490,Account_586
2024-09-01,36.64,Account_63,Account_725
2024-03-10,260.35,Account_623,Account_936
2024-03-19,658.85,Account_820,Account_933
2024-02-14,412.57,Account_333,Account_310
2024-02-28,598.4,Account_567,Account_922
2024-04-29,309.58,Account_209,Account_820
2024-07-06,507.32,Account_269,Account_821
2024-11-03,210.11,Account_485,Account_71
2024-12-20,627.18,Account_786,Account_703
2024-10-06,467.06,Account_181,Account_914
2024-05-02,193.78,Account_426,Account_90
2024-02-29,137.14,Account_298,Account_840
2024-11-13,775.54,Account_155,Account_27
2024-04-14,698.85,Account_89,Account_905
2024-01-21,993.99,Account_515,Account_86
2024-06-05,596.14,Account_95,Account_297
2024-09-26,171.13,Account_574,Account_36
2024-10-06,60.23,Account_974,Account_617
2024-10-23,714.29,Account_661,Account_541
2024-07-03,418.05,Account_389,Account_694
2024-10-20,125.85,Account_162,Account_193
2024-10-29,579.96,Account_111,Account_693
2024-12-09,162.54,Account_37,Account_526
2024-10-14,327.72,Account_223,Account_197
2024-02-18,699.23,Account_745,Account_837
2024-08-08,160.09,Account_453,Account_983
2024-09-07,629.77,Account_903,Account_884
2024-12-30,974.06,Account_56,Account_308
2024-09-04,990.61,Account_902,Account_713
2024-04-21,859.67,Account_88,Account_12
2024-02-17,902.89,Account_708,Account_562
2024-09-02,888.98,Account_634,Account_118
2024-01-16,327.85,Account_298,Account_37
2024-03-22,724.96,Account_115,Account_245
2024-05-07,888.48,Account_24,Account_782
2024-10-30,801.02,Account_279,Account_976
2024-09-09,37.54,Account_377,Account_441
2024-08-31,895.42,Account_79,Account_263
2024-09-10,351.49,Account_789,Account_401
2024-03-19,753.62,Account_465,Account_356
2024-08-23,861.07,Account_367,Account_725
2024-07-12,84.49,Account_156,Account_232
2024-07-20,216.88,Account_775,Account_765
2024-09-11,203.89,Account_27,Account_856
2024-02-09,508.79,Account_983,Account_658
2024-12-09,972.7,Account_96,Account_668
2024-12-19,64.32,Account_763,Account_788
2024-01-16,976.79,Account_774,Account_451
2024-10-20,762.1,Account_978,Account_193
2024-04-15,861.12,Account_627,Account_389
2024-08-24,404.95,Account_62,Account_435
2024-11-07,351.92,Account_24,Account_14
2024-07-22,914.86,Account_288,Account_413
2024-03-11,608.55,Account_407,Account_703
2024-08-24,226.02,Account_785,Account_254
2024-12-14,498.22,Account_61,Account_30
2024-01-14,820.6,Account_326,Account_536
2024-02-03,867.98,Account_594,Account_508
2024-08-03,58.07,Account_281,Account_672
2024-06-01,190.78,Account_203,Account_256
2024-07-26,40.31,Account_221,Account_865
2024-09-08,539.17,Account_346,Account_911
2024-10-04,882.87,Account_301,Account_293
2024-11-15,556.54,Account_711,Account_539
2024-08-27,179.39,Account_897,Account_667
2024-10-22,734.89,Account_344,Account_615
2024-06-15,150.72,Account_505,Account_191
2024-03-13,840.08,Account_936,Account_555
2024-06-21,554.91,Account_703,Account_383
2024-02-27,362.51,Account_761,Account_281
2024-10-21,771.6,Account_217,Account_636
2024-04-19,783.91,Account_978,Account_431
2024-03-25,524.19,Account_942,Account_319
2024-09-10,242.86,Account_797,Account_770
2024-10-07,909.79,Account_556,Account_575
2024-10-15,203.5,Account_728,Account_501
2024-05-03,200.58,Account_862,Account_651
2024-12-21,42.22,Account_545,Account_18
2024-07-05,262.78,Account_242,Account_422
2024-05-20,419.16,Account_532,Account_319
2024-12-30,740.67,Account_530,Account_442
2024-09-08,398.97,Account_273,Account_101
2024-07-23,138.97,Account_786,Account_91
2024-06-25,462.79,Account_234,Account_109
2024-09-03,579.34,Account_912,Account_173
